"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier","points_tries","points_convs","points_pens","points_drops"
"1536",0,"Georg",0,"Russia",0,"I Machkhaneli",10,"W","won",2,"2","2",10,0,0,0
"1537",0,"Port",0,"Ukraine",0,"AM Aguilar",10,"W","lost",2,"2","3",10,0,0,0
"1538",0,"Germ",0,"Moldova",0,"T Kasten",10,"F","won",2,"2","3",10,0,0,0
"1539",5,"Rom",0,"Ukraine",0,"VN Calafeteanu",10,"SH","won",0,"2","3",0,10,0,0
"1540",0,"Rom",0,"Ukraine",0,"M Macovei",10,"F","won",2,"2","3",10,0,0,0
"1541",0,"Rom",0,"Ukraine",0,"M Rosca",10,"W","won",2,"2","3",10,0,0,0
"1542",0,"JPN",0,"UAE",0,"Y Kuwazuru",10,"F","won",2,"2","3",10,0,0,0
"1543",0,"JPN",0,"Korea",0,"T Sasaki",10,"F","won",2,"2","3",10,0,0,0
"1544",0,"JPN",0,"Hong Kong",0,"H Onozawa",10,"W","won",2,"2","3",10,0,0,0
"1545",0,"Russ",0,"Spain",0,"V Artemyev",10,"W","won",2,"2","2",10,0,0,0
"1546",0,"Spain",0,"Russia",0,"S Ascarat Beat",10,"W","lost",2,"2","2",10,0,0,0
"1547",5,"Arg",0,"Uruguay",0,"V Cruz Hernestrosa",10,"FH","won",0,"1","2",0,10,0,0
"1548",0,"Arg",0,"Uruguay",0,"R Moyano Joya",10,"FB","won",2,"1","2",10,0,0,0
"1549",0,"Arg",0,"Brazil",0,"S Craig",10,"C","won",2,"1","3",10,0,0,0
"1550",0,"Arg",0,"Brazil",0,"TM Cubelli",10,"SH","won",2,"1","3",10,0,0,0
"1551",0,"Arg",0,"Brazil",0,"J Ortega Desio",10,"F","won",2,"1","3",10,0,0,0
"1552",0,"Arg",0,"Chile",0,"F Barrea",10,"W","won",2,"1","3",10,0,0,0
"1553",0,"Arg",0,"Chile",0,"R Miralles",10,"FB","won",2,"1","3",10,0,0,0
"1554",2,"Samoa",0,"Tonga",2,"K Anufe",10,"C","won",0,"2","2",0,4,6,0
"1555",2,"Fiji",0,"Japan",2,"S Koroilagilagi",10,"FH","won",0,"2","2",0,4,6,0
"1556",0,"Georg",0,"Ukraine",0,"I Machkhaneli",10,"W","won",2,"2","3",10,0,0,0
"1557",0,"Georg",0,"Ukraine",0,"V Maisuradze",10,"L","won",2,"2","3",10,0,0,0
"1558",2,"USA",0,"Canada",2,"W Holder",10,"FH","lost",0,"2","2",0,4,6,0
"1559",0,"Samoa",0,"Fiji",0,"D Lemi",10,"W","won",2,"2","2",10,0,0,0
"1560",2,"Fiji",0,"Scotland",2,"J Ralulu",10,"FH","lost",0,"2","1",0,4,6,0
"1561",0,"Scot",0,"Fiji",0,"TJW Visser",10,"W","won",2,"1","2",10,0,0,0
"1562",0,"Eng",0,"South Africa",0,"BR Youngs",10,"SH","lost",2,"1","1",10,0,0,0
"1563",2,"Samoa",0,"Japan",2,"K Anufe",10,"FH","won",0,"2","2",0,4,6,0
"1564",0,"JPN",0,"Samoa",0,"T Kikutani",10,"F","lost",2,"2","2",10,0,0,0
"1565",0,"Samoa",0,"Japan",0,"F Lemalu",10,"L","won",2,"2","2",10,0,0,0
"1567",0,"NZ",0,"Ireland",0,"SJ Cane",10,"F","won",2,"1","1",10,0,0,0
"1568",0,"NZ",0,"Ireland",0,"S Williams",10,"C","won",2,"1","1",10,0,0,0
"1569",0,"Fra",0,"Argentina",0,"YE Huget",10,"W","won",2,"1","1",10,0,0,0
"1570",2,"Aust",0,"Argentina",2,"BS Barnes",10,"FB","won",0,"1","1",0,4,6,0
"1571",0,"NZ",0,"Argentina",0,"SJ Savea",10,"W","won",2,"1","1",10,0,0,0
"1572",0,"Germ",0,"Ukraine",0,"RJ May",10,"N8","won",2,"2","3",10,0,0,0
"1573",0,"USA",0,"Russia",0,"RC Shaw",10,"SH","won",2,"2","2",10,0,0,0
"1574",0,"Russ",0,"USA",0,"A Temnov",10,"F","lost",2,"2","2",10,0,0,0
"1575",0,"Eng",0,"Fiji",0,"C Sharples",10,"W","won",2,"1","2",10,0,0,0
"1576",0,"Eng",0,"Fiji",0,"EM Tuilagi",10,"C","won",2,"1","2",10,0,0,0
"1577",0,"NZ",0,"Scotland",0,"SJ Savea",10,"W","won",2,"1","1",10,0,0,0
"1578",0,"Scot",0,"New Zealand",0,"TJW Visser",10,"W","lost",2,"1","1",10,0,0,0
"1579",2,"Urug",0,"Portugal",2,"JJ Etcheverry Cavanna",10,"FB","lost",0,"2","2",0,4,6,0
"1580",0,"Port",0,"Uruguay",0,"NM Penha e Costa",10,"FB","won",2,"2","2",10,0,0,0
"1581",0,"Spain",0,"Zimbabwe",0,"J Anaya Lazaro",10,"H","won",2,"2","3",10,0,0,0
"1582",0,"Germ",0,"Moldova",0,"K Manawatu",10,"FB","won",2,"2","3",10,0,0,0
"1583",0,"NZ",0,"Italy",0,"SJ Savea",10,"W","won",2,"1","1",10,0,0,0
"1584",0,"SA",0,"Scotland",0,"JA Strauss",10,"H","won",2,"1","1",10,0,0,0
"1585",0,"Can",0,"Russia",0,"J Hassler",10,"W","won",2,"2","2",10,0,0,0
"1586",0,"Fra",0,"Argentina",0,"V Clerc",10,"W","won",2,"1","1",10,0,0,0
"1587",0,"Ire",0,"Argentina",0,"TJ Bowe",10,"W","won",2,"1","1",10,0,0,0
"1588",0,"NZ",0,"England",0,"SJ Savea",10,"W","lost",2,"1","1",10,0,0,0
"1589",2,"Italy",1,"France",1,"L Orquera",10,"FH","won",0,"1","1",0,4,3,3
"1590",2,"Georg",0,"Portugal",2,"M Kvirikashvili",10,"FH","won",0,"2","2",0,4,6,0
"1591",0,"Georg",0,"Portugal",0,"T Zibzibadze",10,"C","won",2,"2","2",10,0,0,0
"1592",0,"Port",0,"Belgium",0,"GFG Foro",10,"W","won",2,"2","3",10,0,0,0
"1593",0,"Georg",0,"Spain",0,"D Basilaia",10,"N8","won",2,"2","2",10,0,0,0
"1594",0,"Georg",0,"Spain",0,"T Mchedlidze",10,"W","won",2,"2","2",10,0,0,0
"1595",0,"Germ",0,"Czech Rep",0,"PJ Jordaan",10,"C","won",2,"2","3",10,0,0,0
"1596",0,"Russ",0,"Belgium",0,"K Kulemin",10,"L","won",2,"2","3",10,0,0,0
"1597",0,"Wales",0,"England",0,"ACG Cuthbert",10,"W","won",2,"1","1",10,0,0,0
"1598",0,"Germ",0,"Sweden",0,"M Wilhelm",10,"L","won",2,"2","3",10,0,0,0
"1599",0,"JPN",0,"Philippines",0,"K Fukuoka",10,"W","won",2,"2","3",10,0,0,0
"1600",0,"JPN",0,"Philippines",0,"R Holani",10,"N8","won",2,"2","3",10,0,0,0
"1601",0,"JPN",0,"Philippines",0,"H Ono",10,"L","won",2,"2","3",10,0,0,0
"1602",0,"JPN",0,"Philippines",0,"M Sa'u",10,"C","won",2,"2","3",10,0,0,0
"1603",0,"JPN",0,"Philippines",0,"H Tatekawa",10,"C","won",2,"2","3",10,0,0,0
"1604",0,"JPN",0,"Hong Kong",0,"T Hirose",10,"W","won",2,"2","3",10,0,0,0
"1605",0,"Urug",0,"Brazil",0,"JD Ormaechea",10,"N8","won",2,"2","3",10,0,0,0
"1606",0,"JPN",0,"Korea",0,"K Fukuoka",10,"W","won",2,"2","3",10,0,0,0
"1607",0,"JPN",0,"Korea",0,"T Kikutani",10,"F","won",2,"2","3",10,0,0,0
"1608",0,"Arg",0,"Brazil",0,"S Alvarez Fourcade",10,"C","won",2,"1","3",10,0,0,0
"1609",0,"JPN",0,"UAE",0,"Y Fujita",10,"W","won",2,"2","3",10,0,0,0
"1610",0,"Tonga",0,"Japan",0,"FM Vainikolo",10,"W","won",2,"2","2",10,0,0,0
"1611",0,"Samoa",0,"Scotland",0,"AT Tuilagi",10,"W","won",2,"2","1",10,0,0,0
"1612",0,"Namib",0,"Senegal",0,"HDP Dames",10,"W","won",2,"2","3",10,0,0,0
"1613",0,"Tonga",0,"USA",0,"S Piukala",10,"C","won",2,"2","2",10,0,0,0
"1614",0,"Namib",0,"Tunisia",0,"CA Botha",10,"FB","won",2,"2","3",10,0,0,0
"1615",2,"SA",0,"Scotland",2,"M Steyn",10,"FH","won",0,"1","1",0,4,6,0
"1616",0,"Eng",0,"Argentina",0,"MXG Yarde",10,"W","won",2,"1","1",10,0,0,0
"1618",0,"Aust",0,"Lions",0,"I Folau",10,"W","lost",2,"1","Lions/Barb",10,0,0,0
"1619",0,"SA",0,"Samoa",0,"BG Habana",10,"W","won",2,"1","2",10,0,0,0
"1620",0,"SA",0,"Samoa",0,"LFP Louw",10,"F","won",2,"1","2",10,0,0,0
"1621",0,"Fiji",0,"Tonga",0,"NV Nalaga",10,"W","won",2,"2","2",10,0,0,0
"1622",1,"USA",0,"Japan",1,"CT Wyles",10,"FB","lost",1,"2","2",5,2,3,0
"1623",0,"NZ",0,"Australia",0,"BR Smith",10,"W","won",2,"1","1",10,0,0,0
"1624",2,"NZ",0,"Argentina",2,"DW Carter",10,"FH","won",0,"1","1",0,4,6,0
"1625",0,"NZ",0,"Argentina",0,"AL Smith",10,"SH","won",2,"1","1",10,0,0,0
"1626",0,"NZ",0,"South Africa",0,"KJ Read",10,"N8","won",2,"1","1",10,0,0,0
"1627",0,"NZ",0,"Argentina",0,"BR Smith",10,"W","won",2,"1","1",10,0,0,0
"1628",0,"SA",0,"New Zealand",0,"BG Habana",10,"W","lost",2,"1","1",10,0,0,0
"1629",0,"NZ",0,"South Africa",0,"LJ Messam",10,"F","won",2,"1","1",10,0,0,0
"1630",2,"Aust",0,"Argentina",2,"CP Leali'ifano",10,"C","won",0,"1","1",0,4,6,0
"1631",0,"Germ",0,"Ukraine",0,"M Sztyndera",10,"W","won",2,"2","3",10,0,0,0
"1632",5,"NZ",0,"Japan",0,"DW Carter",10,"FH","won",0,"1","2",0,10,0,0
"1633",0,"NZ",0,"Japan",0,"ST Piutau",10,"W","won",2,"1","2",10,0,0,0
"1634",0,"Namib",0,"Zimbabwe",0,"ML Blom",10,"L","won",2,"2","3",10,0,0,0
"1635",2,"Namib",0,"Zimbabwe",2,"TAW Kotze",10,"FH","won",0,"2","3",0,4,6,0
"1636",0,"Germ",0,"Poland",0,"A Widiker",10,"H","won",2,"2","3",10,0,0,0
"1637",0,"Aust",0,"Italy",0,"NM Cummins",10,"W","won",2,"1","1",10,0,0,0
"1638",0,"JPN",0,"Scotland",0,"K Fukuoka",10,"W","lost",2,"2","1",10,0,0,0
"1639",0,"Scot",0,"Japan",0,"TSF Seymour",10,"W","won",2,"1","2",10,0,0,0
"1640",0,"Ire",0,"Samoa",0,"DR Kearney",10,"W","won",2,"1","2",10,0,0,0
"1641",0,"Spain",0,"Chile",0,"MJ Cook",10,"L","won",2,"2","3",10,0,0,0
"1642",0,"Spain",0,"Chile",0,"P Feijoo Ugalde",10,"SH","won",2,"2","3",10,0,0,0
"1643",0,"JPN",0,"Russia",0,"M Sa'u",10,"C","won",2,"2","2",10,0,0,0
"1644",0,"Port",0,"Brazil",0,"GFG Foro",10,"W","won",2,"2","3",10,0,0,0
"1645",1,"Germ",0,"Moldova",1,"R Parkinson",10,"FH","lost",1,"2","3",5,2,3,0
"1646",2,"USA",0,"Georgia",2,"A Siddall",10,"FH","won",0,"2","2",0,4,6,0
"1647",0,"Fiji",0,"Italy",0,"T Nagusa",10,"W","lost",2,"2","1",10,0,0,0
"1648",0,"NZ",0,"England",0,"SJ Savea",10,"W","won",2,"1","1",10,0,0,0
"1649",0,"Tonga",0,"France",0,"FM Vainikolo",10,"W","lost",2,"2","1",10,0,0,0
"1650",0,"Aust",0,"Ireland",0,"MK Hooper",10,"F","won",2,"1","1",10,0,0,0
"1651",0,"Namib",0,"Kenya",0,"R Kitshoff",10,"F","won",2,"2","3",10,0,0,0
"1652",0,"Namib",0,"Kenya",0,"JA Tromp",10,"W","won",2,"2","3",10,0,0,0
"1653",0,"JPN",0,"Spain",0,"MJ Broadhurst",10,"F","won",2,"2","2",10,0,0,0
"1654",0,"Can",0,"Portugal",0,"CP Hearn",10,"C","won",2,"2","2",10,0,0,0
"1655",0,"Wales",0,"Australia",0,"GP North",10,"W","lost",2,"1","1",10,0,0,0
"1656",0,"Italy",0,"Wales",0,"M Campagnaro",10,"C","lost",2,"1","1",10,0,0,0
"1657",2,"Spain",0,"Russia",2,"M Peluchon Carrero",10,"FB","lost",0,"2","2",0,4,6,0
"1658",0,"Fra",0,"England",0,"YE Huget",10,"W","won",2,"1","1",10,0,0,0
"1659",0,"Rom",0,"Spain",0,"IR Dumitru",10,"W","won",2,"2","2",10,0,0,0
"1660",0,"Scot",0,"Italy",0,"AJ Dunbar",10,"C","won",2,"1","1",10,0,0,0
"1661",0,"Eng",0,"Italy",0,"MN Brown",10,"FB","won",2,"1","1",10,0,0,0
"1662",0,"Wales",0,"Scotland",0,"GP North",10,"W","won",2,"1","1",10,0,0,0
"1663",0,"Wales",0,"Scotland",0,"JH Roberts",10,"C","won",2,"1","1",10,0,0,0
"1664",2,"Fra",0,"Ireland",2,"M Machenaud",10,"SH","lost",0,"1","1",0,4,6,0
"1665",0,"Russ",0,"Belgium",0,"V Ostrushko",10,"W","won",2,"2","3",10,0,0,0
"1666",2,"Belg",1,"Russia",1,"A Williams",10,"FB","lost",0,"3","2",0,4,3,3
"1667",0,"Germ",0,"Czech Rep",0,"T Biniak",10,"W","won",2,"2","3",10,0,0,0
"1668",0,"Germ",0,"Czech Rep",0,"R Hittel",10,"F","won",2,"2","3",10,0,0,0
"1669",0,"Germ",0,"Czech Rep",0,"S Liebig",10,"C","won",2,"2","3",10,0,0,0
"1670",5,"Germ",0,"Sweden",0,"R Parkinson",10,"FH","won",0,"2","3",0,10,0,0
"1671",0,"JPN",0,"Philippines",0,"HK Hopgood",10,"N8","won",2,"2","3",10,0,0,0
"1672",0,"JPN",0,"Philippines",0,"K Matsushima",10,"W","won",2,"2","3",10,0,0,0
"1673",0,"JPN",0,"Philippines",0,"HF Tui",10,"F","won",2,"2","3",10,0,0,0
"1674",0,"Urug",0,"Brazil",0,"F Lamanna Miranda",10,"F","won",2,"2","3",10,0,0,0
"1675",0,"JPN",0,"Sri Lanka",0,"R Holani",10,"N8","won",2,"2","3",10,0,0,0
"1676",0,"JPN",0,"Sri Lanka",0,"HF Tui",10,"F","won",2,"2","3",10,0,0,0
"1677",0,"JPN",0,"Sri Lanka",0,"A Yamada",10,"W","won",2,"2","3",10,0,0,0
"1678",0,"Germ",0,"Netherlands",0,"A Hug",10,"F","won",2,"2","3",10,0,0,0
"1679",0,"Urug",0,"Chile",0,"R Silva Pisano",10,"FH","won",2,"2","3",10,0,0,0
"1680",0,"JPN",0,"Korea",0,"R Holani",10,"N8","won",2,"2","3",10,0,0,0
"1681",2,"Germ",0,"Russia",2,"C Hilsenback",10,"FH","lost",0,"2","2",0,4,6,0
"1682",0,"Russ",0,"Germany",0,"V Ostrushko",10,"W","won",2,"2","2",10,0,0,0
"1683",0,"Arg",0,"Chile",0,"J Tuculet",10,"FB","won",2,"1","3",10,0,0,0
"1684",0,"JPN",0,"Samoa",0,"Y Fujita",10,"W","won",2,"2","2",10,0,0,0
"1685",2,"Can",0,"Japan",2,"J Pritchard",10,"FB","lost",0,"2","2",0,4,6,0
"1686",0,"Fiji",0,"Tonga",0,"I Bobo",10,"W","won",2,"2","2",10,0,0,0
"1687",0,"Tonga",0,"Fiji",0,"FP Fihaki",10,"L","lost",2,"2","2",10,0,0,0
"1688",0,"Fiji",0,"Tonga",0,"W Votu",10,"W","won",2,"2","2",10,0,0,0
"1689",0,"SA",0,"Wales",0,"BG Habana",10,"W","won",2,"1","1",10,0,0,0
"1690",0,"JPN",0,"USA",0,"R Holani",10,"N8","won",2,"2","2",10,0,0,0
"1691",2,"Rom",0,"Russia",2,"FA Vlaicu",10,"C","won",0,"2","2",0,4,6,0
"1692",0,"Aust",0,"France",0,"I Folau",10,"FB","won",2,"1","1",10,0,0,0
"1693",0,"NZ",0,"England",0,"AL Smith",10,"SH","won",2,"1","1",10,0,0,0
"1694",0,"Can",0,"USA",0,"HA Jones",10,"FH","lost",2,"2","2",10,0,0,0
"1695",0,"USA",0,"Canada",0,"BH Scully",10,"W","won",2,"2","2",10,0,0,0
"1696",0,"Fiji",0,"Cook Islands",0,"A Delai",10,"C","won",2,"2","3",10,0,0,0
"1697",0,"Fiji",0,"Cook Islands",0,"NL Matawalu",10,"SH","won",2,"2","3",10,0,0,0
"1698",0,"Fiji",0,"Cook Islands",0,"T Nagusa",10,"W","won",2,"2","3",10,0,0,0
"1699",0,"Namib",0,"Kenya",0,"H Smit",10,"W","lost",2,"2","3",10,0,0,0
"1700",0,"SA",0,"Scotland",0,"MC Coetzee",10,"F","won",2,"1","1",10,0,0,0
"1701",0,"SA",0,"Scotland",0,"L de Jager",10,"L","won",2,"1","1",10,0,0,0
"1702",0,"SA",0,"Scotland",0,"LN Mvovo",10,"W","won",2,"1","1",10,0,0,0
"1703",0,"Namib",0,"Madagascar",0,"DG Philander",10,"W","won",2,"2","3",10,0,0,0
"1704",2,"Aust",0,"New Zealand",2,"KJ Beale",10,"FH","lost",0,"1","1",0,4,6,0
"1705",0,"NZ",0,"Australia",0,"RH McCaw",10,"F","won",2,"1","1",10,0,0,0
"1706",2,"Arg",0,"South Africa",2,"FN Sanchez",10,"FH","lost",0,"1","1",0,4,6,0
"1707",0,"NZ",0,"Argentina",0,"SJ Savea",10,"W","won",2,"1","1",10,0,0,0
"1708",0,"Aust",0,"Argentina",0,"MK Hooper",10,"F","won",2,"1","1",10,0,0,0
"1709",2,"Arg",0,"Australia",2,"FN Sanchez",10,"FH","lost",0,"1","1",0,4,6,0
"1710",0,"SA",0,"Australia",0,"J de Villiers",10,"C","won",2,"1","1",10,0,0,0
"1711",1,"SA",1,"Australia",0,"PJ Lambie",10,"FH","won",1,"1","1",5,2,0,3
"1712",2,"NZ",0,"South Africa",2,"BJ Barrett",10,"FH","lost",0,"1","1",0,4,6,0
"1713",2,"Germ",0,"Namibia",2,"C Hilsenback",10,"FH","lost",0,"2","2",0,4,6,0
"1714",0,"Namib",0,"Germany",0,"R Kitshoff",10,"F","won",2,"2","2",10,0,0,0
"1715",0,"Namib",0,"Germany",0,"JA Tromp",10,"W","won",2,"2","2",10,0,0,0
"1716",0,"NZ",0,"USA",0,"SJ Savea",10,"W","won",2,"1","2",10,0,0,0
"1717",0,"NZ",0,"USA",0,"S Williams",10,"C","won",2,"1","2",10,0,0,0
"1718",0,"Tonga",0,"Georgia",0,"UVT Moa",10,"SH","won",2,"2","2",10,0,0,0
"1719",0,"Aust",0,"Wales",0,"I Folau",10,"FB","won",2,"1","1",10,0,0,0
"1720",0,"Arg",0,"Scotland",0,"TM Cubelli",10,"SH","lost",2,"1","1",10,0,0,0
"1721",0,"Russ",0,"Hong Kong",0,"I Galinovskiy",10,"W","won",2,"2","3",10,0,0,0
"1722",2,"Eng",0,"South Africa",2,"OA Farrell",10,"FH","lost",0,"1","1",0,4,6,0
"1723",0,"Ire",0,"Georgia",0,"FA Jones",10,"FB","won",2,"1","2",10,0,0,0
"1724",0,"Fiji",0,"USA",0,"W Votu",10,"W","won",2,"2","2",10,0,0,0
"1725",0,"Port",0,"Namibia",0,"PB Avila",10,"FB","won",2,"2","2",10,0,0,0
"1726",2,"Namib",0,"Portugal",2,"TAW Kotze",10,"FH","lost",0,"2","2",0,4,6,0
"1727",0,"Aust",0,"Ireland",0,"NJ Phipps",10,"SH","lost",2,"1","1",10,0,0,0
"1728",0,"Eng",0,"Samoa",0,"JJ May",10,"W","won",2,"1","2",10,0,0,0
"1729",0,"JPN",0,"Georgia",0,"KL Hesketh",10,"W","lost",2,"2","2",10,0,0,0
"1730",1,"Aust",0,"England",1,"BT Foley",10,"FH","lost",1,"1","1",5,2,3,0
"1731",0,"Eng",0,"Australia",0,"BJ Morgan",10,"N8","won",2,"1","1",10,0,0,0
"1732",0,"Georg",0,"Germany",0,"A Todua",10,"W","won",2,"2","2",10,0,0,0
"1733",2,"Russ",0,"Spain",2,"Y Kushnarev",10,"FH","lost",0,"2","2",0,4,6,0
"1734",0,"Spain",0,"Russia",0,"P Martin Enrique",10,"FB","won",2,"2","2",10,0,0,0
"1735",0,"Russ",0,"Germany",0,"I Kurashov",10,"FH","won",2,"2","2",10,0,0,0
"1736",0,"Eng",0,"Italy",0,"JBA Joseph",10,"C","won",2,"1","1",10,0,0,0
"1737",0,"Italy",0,"England",0,"LER Morisi",10,"C","lost",2,"1","1",10,0,0,0
"1738",2,"Fra",0,"Italy",2,"J Plisson",10,"FH","won",0,"1","1",0,4,6,0
"1739",0,"Ire",0,"Scotland",0,"SK O'Brien",10,"F","won",2,"1","1",10,0,0,0
"1740",0,"Spain",0,"Germany",0,"J Goia Iriberri",10,"W","won",2,"2","2",10,0,0,0
"1741",0,"Spain",0,"Germany",0,"GG Rouet Piffard",10,"SH","won",2,"2","2",10,0,0,0
"1742",0,"Eng",0,"France",0,"JT Nowell",10,"W","won",2,"1","1",10,0,0,0
"1743",0,"Eng",0,"France",0,"BR Youngs",10,"SH","won",2,"1","1",10,0,0,0
"1744",0,"Urug",0,"Paraguay",0,"SJ Gibernau Arredondo",10,"C","won",2,"2","3",10,0,0,0
"1745",0,"JPN",0,"Korea",0,"HK Hopgood",10,"F","won",2,"2","3",10,0,0,0
"1746",0,"Korea",0,"Japan",0,"SM Jang",10,"FB","lost",2,"3","2",10,0,0,0
"1747",0,"Urug",0,"Brazil",0,"SJ Gibernau Arredondo",10,"FB","won",2,"2","3",10,0,0,0
"1748",0,"JPN",0,"Hong Kong",0,"A Yamada",10,"W","won",2,"2","3",10,0,0,0
"1749",0,"JPN",0,"Korea",0,"KL Hesketh",10,"C","won",2,"2","3",10,0,0,0
"1750",0,"Arg",0,"Paraguay",0,"J de la Fuente",10,"C","won",2,"1","3",10,0,0,0
"1751",0,"Namib",0,"Tunisia",0,"DG Philander",10,"W","won",2,"2","3",10,0,0,0
"1752",0,"Rom",0,"Spain",0,"V Lucaci",10,"F","won",2,"2","2",10,0,0,0
"1753",0,"Rom",0,"Namibia",0,"M Macovei",10,"N8","won",2,"2","2",10,0,0,0
"1754",0,"Kenya",0,"Tunisia",0,"SJ Oliech",10,"FB","won",2,"3","3",10,0,0,0
"1755",0,"Namib",0,"Russia",0,"RS van Wyk",10,"W","won",2,"2","2",10,0,0,0
"1756",0,"Arg",0,"New Zealand",0,"A Creevy",10,"H","lost",2,"1","1",10,0,0,0
"1757",2,"SA",0,"Australia",2,"H Pollard",10,"FH","lost",0,"1","1",0,4,6,0
"1758",0,"Fiji",0,"Samoa",0,"L Nakarawa",10,"L","draw",2,"2","2",10,0,0,0
"1759",0,"Samoa",0,"Fiji",0,"PL Perez",10,"C","draw",2,"2","2",10,0,0,0
"1760",2,"Fiji",0,"Samoa",2,"BTT Volavola",10,"FH","draw",0,"2","2",0,4,6,0
"1761",0,"Can",0,"Tonga",0,"A Carpenter",10,"H","lost",2,"2","2",10,0,0,0
"1762",0,"Tonga",0,"Canada",0,"S Takulua",10,"SH","won",2,"2","2",10,0,0,0
"1763",2,"SA",0,"New Zealand",2,"H Pollard",10,"FH","lost",0,"1","1",0,4,6,0
"1764",2,"Can",0,"Samoa",2,"J Pritchard",10,"FB","lost",0,"2","2",0,4,6,0
"1765",0,"USA",0,"Tonga",0,"AMVSM Durutalo",10,"F","lost",2,"2","2",10,0,0,0
"1766",0,"Tonga",0,"USA",0,"FM Vainikolo",10,"W","won",2,"2","2",10,0,0,0
"1767",0,"Samoa",0,"Fiji",0,"F Autagavaia",10,"W","lost",2,"2","2",10,0,0,0
"1768",0,"Fiji",0,"Samoa",0,"L Nakarawa",10,"L","won",2,"2","2",10,0,0,0
"1769",0,"NZ",0,"Australia",0,"NR Milner-Skudder",10,"W","lost",2,"1","1",10,0,0,0
"1770",1,"Aust",0,"New Zealand",1,"NW White",10,"SH","won",1,"1","1",5,2,3,0
"1771",2,"Ire",0,"Wales",2,"DPLJ Jackson",10,"FH","won",0,"1","1",0,4,6,0
"1772",0,"Namib",0,"Kenya",0,"DP de la Harpe",10,"C","won",2,"2","3",10,0,0,0
"1773",2,"SA",0,"Argentina",2,"H Pollard",10,"FH","lost",0,"1","1",0,4,6,0
"1774",0,"NZ",0,"Australia",0,"MA Nonu",10,"C","won",2,"1","1",10,0,0,0
"1775",0,"Namib",0,"Zimbabwe",0,"JH Redelinghuys",10,"P","won",2,"2","3",10,0,0,0
"1776",0,"Namib",0,"Zimbabwe",0,"RS van Wyk",10,"W","won",2,"2","3",10,0,0,0
"1777",1,"Scot",0,"Ireland",1,"P Horne",10,"C","lost",1,"1","1",5,2,3,0
"1778",0,"Eng",0,"France",0,"AKC Watson",10,"W","won",2,"1","1",10,0,0,0
"1779",0,"JPN",0,"Uruguay",0,"HF Tui",10,"N8","won",2,"2","2",10,0,0,0
"1780",2,"Eng",0,"France",2,"GT Ford",10,"FH","lost",0,"1","1",0,4,6,0
"1781",0,"Scot",0,"Italy",0,"SF Lamont",10,"W","won",2,"1","1",10,0,0,0
"1782",0,"Scot",0,"Italy",0,"TJW Visser",10,"W","won",2,"1","1",10,0,0,0
"1783",0,"Fiji",0,"Canada",0,"NL Matawalu",10,"SH","won",2,"2","2",10,0,0,0
"1784",0,"Fiji",0,"Canada",0,"W Nayacalevu Vuidravuwalu",10,"W","won",2,"2","2",10,0,0,0
"1785",0,"Can",0,"Fiji",0,"DTH van der Merwe",10,"W","lost",2,"2","2",10,0,0,0
"1786",0,"Eng",0,"Fiji",0,"MN Brown",10,"FB","won",2,"1","2",10,0,0,0
"1787",0,"Wales",0,"Uruguay",0,"DG Davies",10,"SH","won",2,"1","2",10,0,0,0
"1788",0,"Scot",0,"Japan",0,"MS Bennett",10,"C","won",2,"1","2",10,0,0,0
"1789",0,"Aust",0,"Fiji",0,"DW Pocock",10,"N8","won",2,"1","2",10,0,0,0
"1790",0,"Fra",0,"Romania",0,"S Guitoune",10,"W","won",2,"1","2",10,0,0,0
"1791",0,"NZ",0,"Namibia",0,"NR Milner-Skudder",10,"W","won",2,"1","2",10,0,0,0
"1792",0,"NZ",0,"Namibia",0,"SJ Savea",10,"W","won",2,"1","2",10,0,0,0
"1793",0,"Arg",0,"Georgia",0,"S Cordero",10,"W","won",2,"1","2",10,0,0,0
"1794",0,"Arg",0,"Georgia",0,"JJ Imhoff",10,"W","won",2,"1","2",10,0,0,0
"1795",5,"Aust",0,"Uruguay",0,"QS Cooper",10,"FH","won",0,"1","2",0,10,0,0
"1796",0,"Aust",0,"Uruguay",0,"BJ McCalman",10,"F","won",2,"1","2",10,0,0,0
"1797",0,"Aust",0,"Uruguay",0,"SP McMahon",10,"F","won",2,"1","2",10,0,0,0
"1798",0,"Aust",0,"Uruguay",0,"DA Mitchell",10,"W","won",2,"1","2",10,0,0,0
"1799",0,"Ire",0,"Romania",0,"TJ Bowe",10,"W","won",2,"1","2",10,0,0,0
"1800",0,"Ire",0,"Romania",0,"KG Earls",10,"W","won",2,"1","2",10,0,0,0
"1801",0,"Namib",0,"Tonga",0,"J Burger",10,"F","lost",2,"2","2",10,0,0,0
"1802",0,"Tonga",0,"Namibia",0,"JD Ram",10,"F","won",2,"2","2",10,0,0,0
"1803",0,"Tonga",0,"Namibia",0,"KTP Veainu",10,"W","won",2,"2","2",10,0,0,0
"1804",0,"Rom",0,"Canada",0,"M Macovei",10,"N8","won",2,"2","2",10,0,0,0
"1805",0,"SA",0,"USA",0,"LFP Louw",10,"F","won",2,"1","2",10,0,0,0
"1806",0,"NZ",0,"Tonga",0,"NR Milner-Skudder",10,"W","won",2,"1","2",10,0,0,0
